gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_chembl_id	PMIDs
FGFR3	FGFR3	2261	ClearityFoundationClinicalTrial		ENMD-2076	ENMD-2076	ENMD-2076	CHEMBL482968	
CBS	CBS	875	NCI		VITAMIN B6	VITAMIN B6			15389232
FGFR1	FGFR1	2260	CIViC		PONATINIB	PONATINIB	PONATINIB	CHEMBL1171837	22238366,26179511,24771645
TFPI	TFPI	7035	NCI		CHONDROITIN	CHONDROITIN	CHONDROITIN SULFATE	CHEMBL2303614	7974391
DRD2	215	1813	GuideToPharmacologyInteractions	antagonist	94	RACLOPRIDE	RACLOPRIDE	CHEMBL8809	
ADRB2	ADRB2R	154	ChemblInteractions	agonist	CHEMBL1082607	SALMETEROL XINAFOATE	SALMETEROL XINAFOATE	CHEMBL1082607	
VEGFA	P15692	7422	TdgClinicalTrial		PEGAPTANIB	PEGAPTANIB	PEGAPTANIB OCTASODIUM	CHEMBL2108752	
ERBB2	2019	2064	GuideToPharmacologyInteractions	inhibitor	7647	BMS-599626	AC-480	CHEMBL1645462	
MAPK9	JNK2	5601	ChemblInteractions	inhibitor	CHEMBL1614713	CC-401	CC-401	CHEMBL1614713	
PDE4A	1300	5141	GuideToPharmacologyInteractions	inhibitor	7399	IBUDILAST	IBUDILAST	CHEMBL19449	
PRKCA	PKCA	5578	TALC	antisense oligonucleotide	AFFINITAC	AFFINITAC	APRINOCARSEN SODIUM	CHEMBL2108985	
PDHB	P11177	5162	TdgClinicalTrial		DEXLIPOTAM	DEXLIPOTAM			
ADRB1	P08588	153	TEND		BETAXOLOL	BETAXOLOL	BETAXOLOL	CHEMBL423	
GABRB3	P28472	2562	TEND		QUAZEPAM	QUAZEPAM	QUAZEPAM	CHEMBL1200472	
GRIN3B	O60391	116444	TEND		ORPHENADRINE	ORPHENADRINE	ORPHENADRINE	CHEMBL900	
ADRB3	30	155	GuideToPharmacologyInteractions	agonist	7445	MIRABEGRON	MIRABEGRON	CHEMBL2095212	
GABRP	GABRP	2568	ChemblInteractions	positive allosteric modulator	CHEMBL568	OXAZEPAM	OXAZEPAM	CHEMBL568	
GLRA1	GLRA1	2741	ChemblInteractions	agonist	CHEMBL1341	METHOXYFLURANE	METHOXYFLURANE	CHEMBL1341	
GABRR1	P24046	2569	TEND		QUAZEPAM	QUAZEPAM	QUAZEPAM	CHEMBL1200472	
CCKAR	TTDC00082	886	TTD	antagonist	DCL000244	TARAZEPIDE	TARAZEPIDE	CHEMBL1742455	
CALCR	CALCR	799	ChemblInteractions	agonist	CHEMBL3545415	SMC021	SMC021	CHEMBL3545415	
DRD2	P14416	1813	TEND		FLUPENTHIXOL	FLUPENTHIXOL	E-FLUPENTIXOL	CHEMBL42055	
DIABLO	DIABLO	56616	NCI		CASPASE INHIBITOR	CASPASE INHIBITOR			12823542,15843890
ADRA2B	TTDC00293	151	TTD	agonist	DCL000684	AGN-199981			
DRD2	DRD2	1813	ChemblInteractions	antagonist	CHEMBL1201741	OLANZAPINE PAMOATE	OLANZAPINE PAMOATE	CHEMBL1201741	
ABCB1	ABCB1	5243	NCI		VINCA ALKALOIDS	VINCA ALKALOIDS			11850258
GRM2	GPRC1B	2912	ChemblInteractions	agonist	CHEMBL3544939	LY2979165	LY2979165	CHEMBL3544939	
GNRHR	P30968	2798	TdgClinicalTrial		OZARELIX	OZARELIX	OZARELIX	CHEMBL2108312	
HRH2	P25021	3274	TEND		BETAZOLE	BETAZOLE	BETAZOLE	CHEMBL1201323	
NF1	NF1	4763	ClearityFoundationBiomarkers		GDC-0973	GDC-0973	COBIMETINIB	CHEMBL2146883	
FLT1	P17948	2321	TdgClinicalTrial		PTC299	PTC299	CHEMBL313417	CHEMBL313417	
TACR1	360	6869	GuideToPharmacologyInteractions	agonist	2098	SUBSTANCE P	SUBSTANCE P	CHEMBL235363	
DRD2	P14416	1813	TdgClinicalTrial		CHLORPROTHIXENE	CHLORPROTHIXENE	CHLORPROTHIXENE	CHEMBL908	
SMO	SMO	6608	MyCancerGenomeClinicalTrial	inhibitor	LY2940680	LY2940680	TALADEGIB	CHEMBL2142592	
CD3D	T3D	915	ChemblInteractions	inhibitor	CHEMBL2109252	NI-0401	NI-0401	CHEMBL2109252	
HRH1	262	3269	GuideToPharmacologyInteractions	antagonist	1207	(±)-TRANS-H2-PAT	DIZOCILPINE	CHEMBL284237	
HTT	HTT	3064	ChemblInteractions	inhibitor	CHEMBL1200710	CLOMIPRAMINE HYDROCHLORIDE	CLOMIPRAMINE HYDROCHLORIDE	CHEMBL1200710	
FLT3	1807	2322	GuideToPharmacologyInteractions	inhibitor	5691	KW-2449	KW-2449	CHEMBL1908397	
KDM4E	2679	390245	GuideToPharmacologyInteractions	inhibitor	9584	ML324			
PTGER2	341	5732	GuideToPharmacologyInteractions	antagonist	5818	TG4-155			
KDR	1813	3791	GuideToPharmacologyInteractions	inhibitor	9174	ALTIRATINIB	ALTIRATINIB	CHEMBL3545365	
GABRG3	GABRG3	2567	ChemblInteractions	positive allosteric modulator	CHEMBL448	PENTOBARBITAL	PENTOBARBITAL	CHEMBL448	
YES1	YES	7525	ChemblInteractions	inhibitor	CHEMBL3545085	XL-228	XL-228	CHEMBL3545085	
IL2	IL2	3558	NCI		CLOZAPINE	CLOZAPINE	CLOZAPINE	CHEMBL42	15053234
F2R	347	2149	GuideToPharmacologyInteractions	antagonist	4047	VORAPAXAR	VORAPAXAR	CHEMBL493982	
AR	DHTR	367	ChemblInteractions	agonist	CHEMBL1200436	OXANDROLONE	OXANDROLONE	CHEMBL1200436	
VDR	605	7421	GuideToPharmacologyInteractions	agonist	2791	PARICALCITOL	PARICALCITOL	CHEMBL1200622	
PIK3C3	PIK3C3	5289	MyCancerGenome	inhibitor	SF1126	SF1126	SF-1126	CHEMBL2326966	
KIT	KIT	3815	CancerCommons	inhibitor	PLX3397	PLX3397	PLX-3397	CHEMBL3545158	
FYN	2026	2534	GuideToPharmacologyInteractions	inhibitor	6912	IBRUTINIB	IBRUTINIB	CHEMBL1873475	
	2553		GuideToPharmacologyInteractions	agonist	6681	PB-28	CHEMBL53325	CHEMBL53325	
ADRB2	P07550	154	TEND		CARTEOLOL	CARTEOLOL	CARTEOLOL	CHEMBL839	
ERBB3	ERBB3	2065	CIViC		AFATINIB	AFATINIB	AFATINIB	CHEMBL1173655	27044931,24685132
ERBB2	ERBB2	2064	CKB		Cetuximab	Cetuximab	CETUXIMAB	CHEMBL1201577	22586653,26296355,21900593,23948973,26243863
TRPC5	490	7224	GuideToPharmacologyInteractions	activator	2826	GENISTEIN	GENISTEIN	CHEMBL44	
CHRM1	TTDS00002	1128	TTD	agonist	DCL000268	TALSACLIDINE ISOMER			
SCNN1G	SCNN1G	6340	ChemblInteractions	blocker	CHEMBL1398126	AMILORIDE HYDROCHLORIDE	AMILORIDE HYDROCHLORIDE	CHEMBL1398126	
HDAC11	HDAC11	79885	ChemblInteractions	inhibitor	CHEMBL272980	MOCETINOSTAT	MOCETINOSTAT	CHEMBL272980	
HTR2C	P28335	3358	TEND		MIANSERIN	MIANSERIN	MIANSERIN	CHEMBL6437	
AR	P10275	367	TdgClinicalTrial		ENOBOSARM	ENOBOSARM	ENOBOSARM	CHEMBL1738889	
NTRK1	MTC	4914	ChemblInteractions	inhibitor	CHEMBL3545365	ALTIRATINIB	ALTIRATINIB	CHEMBL3545365	
SLC6A2	P23975	6530	TdgClinicalTrial		DESIPRAMINE	DESIPRAMINE	DESIPRAMINE	CHEMBL72	
FABP4	2534	2167	GuideToPharmacologyInteractions	inhibitor	8788	HM50316			
IL1A	IL1F1	3552	ChemblInteractions	inhibitor	CHEMBL2109653	RA-18C3	RA-18C3	CHEMBL2109653	
SLC5A2	SGLT2	6524	ChemblInteractions	inhibitor	CHEMBL1808388	BEXAGLIFLOZIN	BEXAGLIFLOZIN	CHEMBL1808388	
NMBR	38	4829	GuideToPharmacologyInteractions	agonist	3771	[125I]BH-NMB (HUMAN, MOUSE, RAT)			
TP53	TP53	7157	NCI		FAS LIGAND	FAS LIGAND	RIZATRIPTAN	CHEMBL905	14614330
HRH2	263	3274	GuideToPharmacologyInteractions	agonist	1226	IMPROMIDINE	IMPROMIDINE	CHEMBL12608	
CNR1	56	1268	GuideToPharmacologyInteractions	agonist	730	CP55940	CP-55940	CHEMBL559612	
FPR1	222	2357	GuideToPharmacologyInteractions	antagonist	1029	T-BOC-MET-LEU-PHE			
TRPV1	TTDC00049	7442	TTD	blocker	DCL000063	BCTC			
PTGS1	P23219	5742	TEND		NEPAFENAC	NEPAFENAC	NEPAFENAC	CHEMBL1021	
OPRK1	318	4986	GuideToPharmacologyInteractions	antagonist	1670	BUPRENORPHINE	BUPRENORPHINE	CHEMBL511142	
ADRA1A	P35348	148	TEND		DEBRISOQUIN	DEBRISOQUIN	DEBRISOQUIN	CHEMBL169901	
NRAS	NRAS	4893	CKB		Tubastatin A	Tubastatin A	TUBASTATIN A	CHEMBL2018302	25957812
ADRB1	TTDS00036	153	TTD	antagonist	DAP000483	BISOPROLOL	BISOPROLOL	CHEMBL645	
NDUFB7	NDUFB7	4713	ChemblInteractions	inhibitor	CHEMBL1703	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	CHEMBL1703	
TAC1	TAC1	6863	NCI		8-MOP	8-MOP	METHOXSALEN	CHEMBL416	9430496
FXYD2	P54710	486	TEND		CYCLOTHIAZIDE	CYCLOTHIAZIDE	CYCLOTHIAZIDE	CHEMBL61593	
PAK4	2136	10298	GuideToPharmacologyInteractions	inhibitor	8941	COMPOUND 4 [PMID: 24432870]			
PDGFRB	PDGFRB	5159	MyCancerGenomeClinicalTrial	inhibitor	DASATINIB	DASATINIB	DASATINIB	CHEMBL1421	
HTR2B	P41595	3357	TdgClinicalTrial		PRX-08066	PRX-08066	CHEMBL513994	CHEMBL513994	
AGTR1	34	185	GuideToPharmacologyInteractions	antagonist	6911	N,N`-BIS-ALKYL BUTYLIMMIDAZOLE 12B	METYRAPONE	CHEMBL934	
HTR1A	ADRB2RL1	3350	ChemblInteractions	partial agonist	CHEMBL1615374	VILAZODONE HYDROCHLORIDE	VILAZODONE HYDROCHLORIDE	CHEMBL1615374	
FGF2	FGF2	2247	NCI		PENTOSAN POLYSULFATE	PENTOSAN POLYSULFATE	PENTOSAN POLYSULFATE SODIUM	CHEMBL1201516	17071728
HRH1	TTDS00086	3269	TTD	antagonist	DCL000719	BEPOTASTINE BESILATE	BEPOTASTINE BESYLATE	CHEMBL1201759	
RRM1	P23921	6240	TEND		HYDROXYUREA	HYDROXYUREA	HYDROXYUREA	CHEMBL467	
BCL2	BCL2	596	NCI		STREPTOZOTOCIN	STREPTOZOTOCIN	STREPTOZOTOCIN	CHEMBL1651906	16741044
PTPRC	PTPRC	5788	NCI		ANTIOXIDANT	ANTIOXIDANT			12633939
HCRTR2	HCRTR2	3062	ChemblInteractions	antagonist	CHEMBL1083659	SUVOREXANT	SUVOREXANT	CHEMBL1083659	
PPARG	NR1C3	5468	ChemblInteractions	agonist	CHEMBL1715	PIOGLITAZONE HYDROCHLORIDE	PIOGLITAZONE HYDROCHLORIDE	CHEMBL1715	
KRAS	KRAS	3845	CGI		inhibitor	inhibitor			
PGR	NR3C3	5241	ChemblInteractions	agonist	CHEMBL1200934	NORGESTIMATE	NORGESTIMATE	CHEMBL1200934	
FIP1L1	FIP1L1	81608	FDA		Imatinib	Imatinib	IMATINIB	CHEMBL941	
PPY	PPY	5539	NCI		ONDANSETRON	ONDANSETRON	ONDANSETRON	CHEMBL46	11856086
PLA2G2A	PLA2G2A	5320	NCI		GENTAMICIN	GENTAMICIN	GENTAMICIN	CHEMBL3039597	9249592
ATP1B3	ATP1B3	483	ChemblInteractions	inhibitor	CHEMBL1751	DIGOXIN	DIGOXIN	CHEMBL1751	
ITGAL	ITGAL	3683	NCI		OPIOIDS	OPIOIDS			10232386
PRL	PRL	5617	NCI		TPA	TPA	PHORBOL MYRISTATE ACETATE	CHEMBL279115	2482456
BRAF	BRAF	673	CKB		CH5132799	CH5132799	PA-799	CHEMBL1684984	21558396
PTEN	PTEN	5728	CIViC		TEMSIROLIMUS	TEMSIROLIMUS	TEMSIROLIMUS	CHEMBL1201182	11504908,23674493
ADORA2B	20	136	GuideToPharmacologyInteractions	antagonist	386	DPCPX	1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]	CHEMBL183	
CYP11A1	TTDS00419	1583	TTD	inhibitor	DAP000842	AMINOGLUTETHIMIDE	AMINOGLUTETHIMIDE	CHEMBL488	
CACNA1F	531	778	GuideToPharmacologyInteractions	activator	2511	BAYK 8644	CHEMBL1082832	CHEMBL1082832	
MAPK8	1496	5599	GuideToPharmacologyInteractions	inhibitor	5998	JNK INHIBITOR VIII	CHEMBL210618	CHEMBL210618	
KCNQ1	KCNA8	3784	ChemblInteractions	blocker	CHEMBL41355	EZOGABINE	EZOGABINE	CHEMBL41355	
BDKRB1	41	623	GuideToPharmacologyInteractions	agonist	637	LYS-KALLIDIN			
TRPV1	TTDC00049	7442	TTD	blocker	DCL000027	ABT-102	ABT-102	CHEMBL398338	
HTR1B	2	3351	GuideToPharmacologyInteractions	agonist	4	5-CT			
BDNF	BDNF	627	NCI		INSULIN	INSULIN			9299565,16650607
BRD4	1945	23476	GuideToPharmacologyInteractions	inhibitor	5716	FEDRATINIB	FEDRATINIB	CHEMBL1287853	
CHRNB2	P17787	1141	TdgClinicalTrial		TC-2696	TC-2696			
SLC6A4	P31645	6532	TdgClinicalTrial		ITI-007	ITI-007	ITI-007 (CHEMBL3545044)	CHEMBL3545044	
GRM3	TTDC00126	2913	TTD	agonist	DPR000075	MGLURIII AGONIST AND MGLU5 ANTAGONIST			
ACHE	ACHE	43	NCI		BETAMETHASONE	BETAMETHASONE	BETAMETHASONE	CHEMBL632	3896398
MCHR1	Q99705	2847	TdgClinicalTrial		NGD-4715	NGD-4715			
YES1	2284	7525	GuideToPharmacologyInteractions	inhibitor	7837	SPEBRUTINIB	SPEBRUTINIB	CHEMBL3301625	
DRD2	TTDS00012	1813	TTD	antagonist	DCL000991	SLV-319			
BRAF	BRAF	673	CIViC		GDC-0879	GDC-0879	CHEMBL525191	CHEMBL525191	23549875
PLK1	TTDC00160	5347	TTD	inhibitor	DCL000148	LC-445	PYRAZOFURIN	CHEMBL2105330	
PLIN3	O60664	10226	TdgClinicalTrial		GALSULFASE	GALSULFASE	GALSULFASE	CHEMBL1201822	
CDK14	KIAA0834	5218	ChemblInteractions	inhibitor	CHEMBL3544942	Roniciclib	Roniciclib	CHEMBL3544942	
PSMD1	PSMD1	5707	ChemblInteractions	inhibitor	CHEMBL2103884	OPROZOMIB	OPROZOMIB	CHEMBL2103884	
GABRA5	408	2558	GuideToPharmacologyInteractions	allosteric modulator	4360	[3H]FLUNITRAZEPAM	FLUNITRAZEPAM	CHEMBL13280	
GRIN2B	457	2904	GuideToPharmacologyInteractions	agonist	4268	NMDA	N-METHYL-D-ASPARTIC ACID (NMDA)	CHEMBL291278	
RET	RET	5979	TALC	inhibitor	CABOZANTINIB	CABOZANTINIB	CABOZANTINIB	CHEMBL2105717	
ILF3	ILF3	3609	NCI		IL-2	IL-2			12504009
PRKD1	1489	5587	GuideToPharmacologyInteractions	inhibitor	9370	BPKDI			
ADK	ADK	132	NCI		2&APOS;,3&APOS;-DIDEOXYINOSINE	2&APOS;,3&APOS;-DIDEOXYINOSINE	DIDANOSINE	CHEMBL1460	3262616
	TTDS00219		TTD	binder	DAP000406	KANAMYCIN			
ADRA2A	P08913	150	TEND		TRAZODONE	TRAZODONE	TRAZODONE	CHEMBL621	
PSMD7	MOV34L	5713	ChemblInteractions	inhibitor	CHEMBL451887	CARFILZOMIB	CARFILZOMIB	CHEMBL451887	
SLC6A3	Q01959	6531	TEND		METHYLPHENIDATE	METHYLPHENIDATE	METHYLPHENIDATE	CHEMBL796	
	264		GuideToPharmacologyInteractions	antagonist	1264	[123I]IODOPROXYFAN	IODOPROXYFAN	CHEMBL19010	
CD3E	TTDS00473	916	TTD	antibody	DCL000587	OTELIXIZUMAB	OTELIXIZUMAB	CHEMBL1743053	
CD19	CD19	930	ChemblInteractions		CHEMBL2107890	TAPLITUMOMAB PAPTOX	TAPLITUMOMAB PAPTOX	CHEMBL2107890	
PDGFRA	PDGFRA	5156	DoCM		CRENOLANIB	CRENOLANIB	CRENOLANIB	CHEMBL2105728	15928335,15685537,22718859,16638875,15146165,12949711,26130666,25157968,24132921,14645423,16954519,18794084,22745105
HRH1	HRH1	3269	ChemblInteractions	antagonist	CHEMBL1201659	CHLORPHENIRAMINE POLISTIREX	CHLORPHENIRAMINE POLISTIREX	CHEMBL1201659	
ARAF	ARAF	369	CIViC		SORAFENIB	SORAFENIB	SORAFENIB	CHEMBL1336	24569458
GABRG2	GABRG2	2566	ChemblInteractions	positive allosteric modulator	CHEMBL1200982	BUTABARBITAL SODIUM	BUTABARBITAL SODIUM	CHEMBL1200982	
KRAS	KRAS	3845	CKB		SH-1242	SH-1242			26645561
ADRB2	P07550	154	TdgClinicalTrial		INDACATEROL	INDACATEROL	INDACATEROL	CHEMBL1095777	
NUAK1	2129	9891	GuideToPharmacologyInteractions	inhibitor	8139	COMPOUND 25B [PMID: 22564207]			
CNR1	CNR	1268	ChemblInteractions	antagonist	CHEMBL3545289	AZD2207	AZD2207	CHEMBL3545289	
PLK1	PLK	5347	ChemblInteractions	inhibitor	CHEMBL2392545	TAK-960	TAK-960	CHEMBL2392545	
PDE5A	O76074	8654	TEND		THEOPHYLLINE	THEOPHYLLINE	THEOPHYLLINE	CHEMBL190	
CYP2D6	1329	1565	GuideToPharmacologyInteractions	inhibitor	8746	AJMALICINE			
HTR1A	ADRB2RL1	3350	ChemblInteractions	partial agonist	CHEMBL218166	BIFEPRUNOX	BIFEPRUNOX	CHEMBL218166	
SLCO1B3	1221	28234	GuideToPharmacologyInteractions		4765	[3H]CCK-8 (HUMAN, MOUSE, RAT)			
CRHR2	213	1395	GuideToPharmacologyInteractions	agonist	918	SAUVAGINE	SAUVAGINE	CHEMBL439883	
PSMB3	PSMB3	5691	ChemblInteractions	inhibitor	CHEMBL371405	MARIZOMIB	MARIZOMIB	CHEMBL371405	
MUC2	MUC2	4583	NCI		IFN	IFN			16504136
DRD4	217	1815	GuideToPharmacologyInteractions	agonist	8439	ABT-670	CHEMBL219182	CHEMBL219182	
GABRA2	P47869	2555	TdgClinicalTrial		SECOBARBITAL	SECOBARBITAL	SECOBARBITAL	CHEMBL447	
NR3C1	P04150	2908	TdgClinicalTrial		DESOXIMETASONE	DESOXIMETASONE	DESOXIMETASONE	CHEMBL1766	
HCRTR1	321	3061	GuideToPharmacologyInteractions	antagonist	9136	SB-674042	CHEMBL2110363	CHEMBL2110363	
FBXW7	FBXW7	55294	CKB		Entinostat	Entinostat	ENTINOSTAT	CHEMBL27759	23274910
EGFR	ERBB	1956	ChemblInteractions	inhibitor	CHEMBL3545311	BRIGATINIB	BRIGATINIB	CHEMBL3545311	
PRKCG	TTDC00015	5582	TTD	inhibitor	DCL000165	MIDOSTAURIN	MIDOSTAURIN	CHEMBL608533	
TACR2	361	6865	GuideToPharmacologyInteractions	agonist	3795	[125I]NKA (HUMAN, MOUSE, RAT)	CHEMBL473773	CHEMBL473773	
ERBB2	ERBB2	2064	CGI		Rociletinib	Rociletinib	ROCILETINIB	CHEMBL3545308	
HTR2A	P28223	3356	TdgClinicalTrial		BIFEPRUNOX	BIFEPRUNOX	BIFEPRUNOX	CHEMBL218166	
CHRM2	14	1129	GuideToPharmacologyInteractions	agonist	299	FURTRETHONIUM	FURTRETHONIUM	CHEMBL2110739	
OPRM1	P35372	4988	TEND		FENTANYL	FENTANYL	FENTANYL	CHEMBL596	
ATM	ATM	472	CKB		Everolimus	Everolimus	EVEROLIMUS	CHEMBL1908360	27683183
CHRM1	CHRM1	1128	ChemblInteractions	antagonist	CHEMBL3707249	ASM-024	ASM-024	CHEMBL3707249	
HDAC9	2620	9734	GuideToPharmacologyInteractions	inhibitor	7005	TRICHOSTATIN A	TRICHOSTATIN	CHEMBL99	
PIK3R3	PIK3R3	8503	ChemblInteractions	inhibitor	CHEMBL521851	PICTILISIB	PICTILISIB	CHEMBL521851	
PDE3A	1298	5139	GuideToPharmacologyInteractions	inhibitor	7399	IBUDILAST	IBUDILAST	CHEMBL19449	
AKR1B1P4	423	390402	GuideToPharmacologyInteractions	antagonist	4289	PMBA			
MIP	687	4284	GuideToPharmacologyInteractions	inhibitor	4215	HG2+			
CXCR4	CXCR4	7852	NCI		AMD3100	AMD3100			11581376
PGA3	P00790	643834	TdgClinicalTrial		SUCRALFATE	SUCRALFATE	Sucralfate	CHEMBL2367706	
PPARG	595	5468	GuideToPharmacologyInteractions	agonist	1909	INDOMETHACIN	INDOMETHACIN	CHEMBL6	
SCN1A	P35498	6323	TEND		TOPIRAMATE	TOPIRAMATE	TOPIRAMATE	CHEMBL220492	
SCN9A	NENA	6335	ChemblInteractions	blocker	CHEMBL3707183	QUINIDINE SULFATE	QUINIDINE SULFATE	CHEMBL3707183	
FST	FST	10468	NCI		BRDU	BRDU			16543675
STK11	STK11	6794	CKB		MK-1775	MK-1775	AZD-1775	CHEMBL1976040	28652249
FGFR3	FGFR-3	2261	TALC	inhibitor	XL228	XL228	XL-228	CHEMBL3545085	
FAP	2365	2191	GuideToPharmacologyInteractions	inhibitor	8563	ARI-3099			
PTGFR	344	5737	GuideToPharmacologyInteractions	agonist	1913	MB-28767			
SCN5A	Q14524	6331	TdgClinicalTrial		PROPAFENONE	PROPAFENONE	PROPAFENONE	CHEMBL631	
PLAT	P00750	5327	TdgClinicalTrial		TRANEXAMIC ACID	TRANEXAMIC ACID	TRANEXAMIC ACID	CHEMBL877	
IL23A	SGRF	51561	ChemblInteractions	inhibitor	CHEMBL2108681	TILDRAKIZUMAB	TILDRAKIZUMAB	CHEMBL2108681	
FLT4	VEGFR3	2324	ChemblInteractions	inhibitor	CHEMBL276711	SEMAXANIB	SEMAXANIB	CHEMBL276711	
TP53	TP53	7157	CKB		thioureidobutyronitrile	thioureidobutyronitrile			
BCL2	BCL2	596	NCI		C5A	C5A	RAVIDASVIR	CHEMBL3121849	16634840
DPP4	1612	1803	GuideToPharmacologyInteractions	inhibitor	6286	SITAGLIPTIN	SITAGLIPTIN	CHEMBL1422	
GABRA4	407	2557	GuideToPharmacologyInteractions	allosteric modulator	4321	TETRAHYDRODEOXYCORTICOSTERONE			
GALR2	244	8811	GuideToPharmacologyInteractions	agonist	6087	GALANIN(1-16) (RAT/MOUSE/PIG)	METHICILLIN	CHEMBL575	
DRD2	P14416	1813	TdgClinicalTrial		TRIFLUPROMAZINE	TRIFLUPROMAZINE	TRIFLUPROMAZINE	CHEMBL570	
CHRM2	P08172	1129	TdgClinicalTrial		ACLIDINIUM	ACLIDINIUM	ACLIDINIUM	CHEMBL1194325	
PLG	PLG	5340	NCI		COUMARIN	COUMARIN	COUMARIN	CHEMBL6466	3160707
PIK3CB	PIK3CB	5291	NCI		ACTINOMYCIN D	ACTINOMYCIN D	DACTINOMYCIN	CHEMBL1554	16616440
GABRA6	409	2559	GuideToPharmacologyInteractions	channel blocker	4320	TBPS	T-BUTYLBICYCLOPHOSPHOROTHIONATE	CHEMBL485673	
PTGER2	P43116	5732	TdgClinicalTrial		DINOPROSTONE	DINOPROSTONE	DINOPROSTONE	CHEMBL548	
CYP1A2	1319	1544	GuideToPharmacologyInteractions	inhibitor	8748	5H3'FPE			
STK11	STK11	6794	CKB		PKI-402	PKI-402	CHEMBL589258	CHEMBL589258	20371716
ERBB2	ERBB2	2064	CIViC		AKTI-1/2	AKTI-1/2			18725974
SCN10A	Q9Y5Y9	6336	TEND		LEVOBUPIVACAINE	LEVOBUPIVACAINE	LEVOBUPIVACAINE	CHEMBL1201193	
IFNAR2	P48551	3455	TEND		INTERFERON ALFA-2B, RECOMBINANT	INTERFERON ALFA-2B, RECOMBINANT	INTERFERON ALFA-2B	CHEMBL1201558	
PTGER1	PTGER1	5731	NCI		IL-10	IL-10			16818766
SLC12A3	TTDS00117	6559	TTD	blocker	DAP000750	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	CHEMBL435	
TBK1	2237	29110	GuideToPharmacologyInteractions	inhibitor	7113	AMLEXANOX	AMLEXANOX	CHEMBL1096	
TAC1	TAC1	6863	NCI		MEXILETINE	MEXILETINE	MEXILETINE	CHEMBL558	7686682
MAGEA3	MAGEA3	4102	TALC	vaccine	GSK1572932A	GSK1572932A	ASTUPROTIMUT-R	CHEMBL2108705	
MAPKAPK2	2094	9261	GuideToPharmacologyInteractions	inhibitor	8763	COMPOUND 8 [PMID: 17480064]	PAPAVERINE	CHEMBL19224	
JAK3	JAK3	3718	ChemblInteractions	inhibitor	CHEMBL3137308	PEFICITINIB	PEFICITINIB	CHEMBL3137308	
HDAC4	P56524	9759	TdgClinicalTrial		AR-42	AR-42	CHEMBL191482	CHEMBL191482	
NPY	NPY	4852	NCI		PHOSPHOROTHIOATE OLIGONUCLEOTIDE	PHOSPHOROTHIOATE OLIGONUCLEOTIDE			8584756
HTR1A	ADRB2RL1	3350	ChemblInteractions	antagonist	CHEMBL1628569	ROBALZOTAN	ROBALZOTAN	CHEMBL1628569	
GRIA1	GLUH1	2890	ChemblInteractions	antagonist	CHEMBL2103869	DASOLAMPANEL	DASOLAMPANEL	CHEMBL2103869	
GABRA1	P14867	2554	TdgClinicalTrial		PHENOBARBITAL	PHENOBARBITAL	PHENOBARBITAL	CHEMBL40	
HRH2	263	3274	GuideToPharmacologyInteractions	antagonist	1223	CLOBENPROPIT	CLOBENPROPIT	CHEMBL14690	
SMAD2	SMAD2	4087	NCI		HYDROCORTISONE	HYDROCORTISONE	HYDROCORTISONE	CHEMBL389621	16644034
SCN2A	NAC2	6326	ChemblInteractions	blocker	CHEMBL1200443	MERETHOXYLLINE PROCAINE	MERETHOXYLLINE PROCAINE	CHEMBL1200443	
TFPI	TFPI	7035	NCI		ACTINOMYCIN D	ACTINOMYCIN D	DACTINOMYCIN	CHEMBL1554	9851943
	446		GuideToPharmacologyInteractions	allosteric modulator	4167	CYCLOTHIAZIDE	CYCLOTHIAZIDE	CHEMBL61593	
GALR1	243	2587	GuideToPharmacologyInteractions	agonist	6082	[SAR1, D-ALA12]GALANIN(1-16)	METHOXAMINE	CHEMBL524	
KCNJ3	KCNJ3	3760	NCI		CLOZAPINE	CLOZAPINE	CLOZAPINE	CHEMBL42	10780978
ADORA3	21	140	GuideToPharmacologyInteractions	antagonist	471	MRS1476	CHEMBL321845	CHEMBL321845	
GRIA2	P42262	2891	TEND		HEXOBARBITAL	HEXOBARBITAL	HEXOBARBITAL	CHEMBL7728	
TUBA1C	TUBA6	84790	ChemblInteractions	inhibitor	CHEMBL538943	VINORELBIN DITARTRATE	VINORELBIN DITARTRATE	CHEMBL538943	
HTR1A	P08908	3350	TEND		QUETIAPINE	QUETIAPINE	QUETIAPINE	CHEMBL716	
PIK3CG	PIK3CG	5294	NCI		ATORVASTATIN	ATORVASTATIN	ATORVASTATIN	CHEMBL1487	15824087
GABRA5	P31644	2558	TdgClinicalTrial		PENTOBARBITAL	PENTOBARBITAL	PENTOBARBITAL	CHEMBL448	
GABRR2	421	2570	GuideToPharmacologyInteractions	antagonist	4328	TPMPA	CHEMBL397209	CHEMBL397209	
RAMP1	O60894	10267	TdgClinicalTrial		PRAMLINTIDE	PRAMLINTIDE	PRAMLINTIDE	CHEMBL2103758	
	322		GuideToPharmacologyInteractions	antagonist	9308	JNJ-42847922	MUSCARINE	CHEMBL12587	
