drug_claim_name	drug_name	chembl_id	drug_claim_source
RAPAMYCIN	SIROLIMUS	CHEMBL413	PubChem
DILAZEP	DILAZEP	CHEMBL126075	PubChem
Cisplatin			CGI
JNJ-17203212	CHEMBL254778	CHEMBL254778	PubChem
SPECTRUM_001572	CYPROTERONE	CHEMBL142130	PubChem
TOLMETIN	TOLMETIN	CHEMBL1020	TEND
DOVITINIB	DOVITINIB	CHEMBL522892	DoCM
METHYLSAMIDORPHAN	METHYLSAMIDORPHAN	CHEMBL2364619	PubChem
TRP-1			NCI
PIRENPERONE	PIRENPERONE	CHEMBL18331	PubChem
GOSERELIN	GOSERELIN	CHEMBL1201247	PubChem
CASWELL NO. 059	ARSENIC TRIOXIDE	CHEMBL1200978	PubChem
PHENYLALANINE-N-SULFONAMIDE	CHEMBL422668	CHEMBL422668	PubChem
QUINALIZARIN	QUINALIZARIN	CHEMBL29898	PubChem
PPC-5650			TdgClinicalTrial
ETHINYLESTRADIOL	ETHINYL ESTRADIOL	CHEMBL691	NCI
OROTIDINE 5'-MONOPHOSPHATE TRISODIUM SALT	CHEMBL1627081	CHEMBL1627081	PubChem
CHEMBL1201067	BIPERIDEN LACTATE	CHEMBL1201067	ChemblInteractions
IVERMECTIN	IVERMECTIN	CHEMBL1200633	PubChem
DEXTRAN SULFATE SODIUM	DEXTRAN SULFATE SODIUM	CHEMBL2108952	NCI
CHEMBL81927	CHEMBL81927	CHEMBL81927	PubChem
CHEMBL2109485	ONCOLYSIN CD6	CHEMBL2109485	ChemblInteractions
HYDROXYPROGESTERONE CAPROATE	HYDROXYPROGESTERONE CAPROATE	CHEMBL1200848	PubChem
AMP-PNP	ADENYLYL IMIDODIPHOSPHATE TETRALITHIUM SALT	CHEMBL2177838	PubChem
MA1	TIPIRACIL	CHEMBL235668	PubChem
CHEMBL3833329	ERENUMAB	CHEMBL3833329	ChemblInteractions
QUADAZOCINE	QUADAZOCINE	CHEMBL2111022	PubChem
9582	PROCYCLIDINE	CHEMBL86715	GuideToPharmacologyInteractions
RACEMETIROSINE	RACEMETIROSINE	CHEMBL1330596	PubChem
XP13512	GABAPENTIN ENACARBIL	CHEMBL1628502	TdgClinicalTrial
T-226296	CHEMBL178707	CHEMBL178707	PubChem
ROCILETINIB	ROCILETINIB	CHEMBL3545308	CIViC
SERACTIDE ACETATE	SERACTIDE ACETATE	CHEMBL1201489	PubChem
ENMD-2076			PubChem
CHEMBL1200611	OXYCODONE TEREPHTHALATE	CHEMBL1200611	ChemblInteractions
DAP000540	ALEFACEPT	CHEMBL1201571	TTD
FOSINOPRIL SODIUM	FOSINOPRIL SODIUM	CHEMBL3039596	PubChem
7351	VORTIOXETINE	CHEMBL2104993	GuideToPharmacologyInteractions
SBB			PubChem
TEPLIZUMAB	TEPLIZUMAB	CHEMBL1743078	TdgClinicalTrial
RECOMBINANT HUMAN IL-4			NCI
TRICIRIBINE	TRICIRIBINE	CHEMBL331237	TdgClinicalTrial
NALTRIBEN	NALTRIBEN	CHEMBL100940	PubChem
GLYCOPEG-GCSF			TdgClinicalTrial
ZOLMITRIPTAN	ZOLMITRIPTAN	CHEMBL1185	TEND
CETAFEN			PubChem
2698			GuideToPharmacologyInteractions
FLUPAROXAN	FLUPAROXAN	CHEMBL1765294	PubChem
9589	ENOBLITUZUMAB	CHEMBL3545373	GuideToPharmacologyInteractions
9-CIS ACITRETIN	CHEMBL3186098	CHEMBL3186098	PubChem
DAP000180			TTD
CHEMBL14376	ILOPERIDONE	CHEMBL14376	ChemblInteractions
R1295	SNAP-7941	CHEMBL185271	TdgClinicalTrial
DGAT-3	CHEMBL473967	CHEMBL473967	PubChem
[3H](R)-NPTS	CHEMBL551223	CHEMBL551223	PubChem
CARDOL	CARDOL	CHEMBL98610	PubChem
DAP000978	METHYLERGONOVINE	CHEMBL1201356	TTD
741	CHEMBL476833	CHEMBL476833	GuideToPharmacologyInteractions
LY411575	CHEMBL392068	CHEMBL392068	CKB
CHEMBL2364618	MAVATREP	CHEMBL2364618	ChemblInteractions
DCL000262	PILARALISIB (CHEMBL3218575)	CHEMBL3218575	TTD
E-5700	CHEMBL258717	CHEMBL258717	PubChem
BUTALAN	BUTABARBITAL SODIUM	CHEMBL1200982	PubChem
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE			PubChem
DAP000952	CHLORZOXAZONE	CHEMBL1371	TTD
VATALANIB	VATALANIB	CHEMBL101253	MyCancerGenome
C1-INH	CONESTAT ALFA	CHEMBL2108350	TdgClinicalTrial
VAPIPROST	VAPIPROST	CHEMBL65030	PubChem
CHEMBL3707326	BUROSUMAB	CHEMBL3707326	ChemblInteractions
1014			GuideToPharmacologyInteractions
8769	TOLFENAMIC ACID	CHEMBL121626	GuideToPharmacologyInteractions
IBRUTINIB	IBRUTINIB	CHEMBL1873475	PubChem
DCL000391	SB-742457	CHEMBL1083390	TTD
2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL	CHEMBL189434	CHEMBL189434	PubChem
DCL000967			TTD
6154			GuideToPharmacologyInteractions
CJ 13610	CHEMBL513021	CHEMBL513021	PubChem
CHEMBL1200837	LEVOBETAXOLOL HYDROCHLORIDE	CHEMBL1200837	ChemblInteractions
5534	DODECANOATE	CHEMBL108766	GuideToPharmacologyInteractions
CHEMBL3545308	ROCILETINIB	CHEMBL3545308	ChemblInteractions
IP-10			NCI
1295			GuideToPharmacologyInteractions
L-ALANOSINE	LALANOSINE	CHEMBL24530	NCI
XYLAZINE	XYLAZINE	CHEMBL297362	PubChem
SITS	CHEMBL1162149	CHEMBL1162149	PubChem
3255	CHEMBL1671887	CHEMBL1671887	GuideToPharmacologyInteractions
22	ASENAPINE (CHEMBL3187365)	CHEMBL3187365	GuideToPharmacologyInteractions
Valbenazine	VALBENAZINE	CHEMBL2364639	FDA
N-METHYL SCOPOLAMINE			PubChem
ACITRETIN	ACITRETIN	CHEMBL1131	TEND
EPINEPHRINE	EPINEPHRINE	CHEMBL679	NCI
2763			GuideToPharmacologyInteractions
BCG			NCI
PRX-07034			PubChem
CHEMBL2108427	MENOTROPINS	CHEMBL2108427	ChemblInteractions
REC 15/3079			PubChem
Bicalutamide	BICALUTAMIDE	CHEMBL409	CGI
GDC-0942			ClearityFoundationClinicalTrial
2336	CHEMBL498270	CHEMBL498270	GuideToPharmacologyInteractions
ARAMINUM	METARAMINOL BITARTRATE	CHEMBL2062262	PubChem
trastuzumab	TRASTUZUMAB	CHEMBL1201585	CKB
CHEMBL196526	CHEMBL196526	CHEMBL196526	PubChem
SGN-75	VORSETUZUMAB MAFODOTIN	CHEMBL2108672	TdgClinicalTrial
INK128	INK-128	CHEMBL3545056	TdgClinicalTrial
GINKGO	GINKGO	CHEMBL2108466	NCI
INECALCITOL	INECALCITOL	CHEMBL2105107	PubChem
PUROMYCIN	PUROMYCIN	CHEMBL469912	PubChem
DAP001491	CHEMBL38827	CHEMBL38827	TTD
BERNICE	CHEMBL19151	CHEMBL19151	PubChem
CHEMBL2109585	LY-2382770	CHEMBL2109585	ChemblInteractions
8390			GuideToPharmacologyInteractions
CLEMASTINE	CLEMASTINE	CHEMBL1626	TEND
LGD-2226	CHEMBL436784	CHEMBL436784	PubChem
OSELTAMIVIR PHOSPHATE	OSELTAMIVIR PHOSPHATE	CHEMBL1200340	PubChem
DAP001024	METHYL AMINOLEVULINATE	CHEMBL1096562	TTD
5613	ST1535	CHEMBL197669	GuideToPharmacologyInteractions
COXSACKIEVIRUS TYPE A21			TdgClinicalTrial
CYCLOBENZAPRINE	CYCLOBENZAPRINE	CHEMBL669	TdgClinicalTrial
NPPC	PREDNISOLONE SODIUM PHOSPHATE	CHEMBL1201014	PubChem
HYDROMORPHONE			PubChem
CHEMBL1201089	DIPHENHYDRAMINE CITRATE	CHEMBL1201089	ChemblInteractions
ALN-TTR			TdgClinicalTrial
4079			GuideToPharmacologyInteractions
TERFENADINE	TERFENADINE	CHEMBL17157	NCI
FARNESYL DIPHOSPHATE	FARNESYL DIPHOSPHATE	CHEMBL69330	PubChem
CHEMBL1201483	PSEUDOEPHEDRINE POLISTIREX	CHEMBL1201483	ChemblInteractions
PRACTOLOL	PRACTOLOL	CHEMBL6995	TdgClinicalTrial
5744	HYDROCORTISONE ACETATE	CHEMBL1091	GuideToPharmacologyInteractions
ACARBOSE DERIVED TRISACCHARIDE			PubChem
CHEMBL182371	CHEMBL182371	CHEMBL182371	PubChem
MDX-060	IRATUMUMAB	CHEMBL2108612	TdgClinicalTrial
6217			GuideToPharmacologyInteractions
SB 215505	CHEMBL2110371	CHEMBL2110371	PubChem
4H-PYRANO(2,3-B)(1,4)BENZODIOXIN-4-ONE, DECAHYDRO-4A,7,9-TRIHYDROXY-2-METHYL-6,8-BIS(METHYLAMINO)-	CHEMBL2009700	CHEMBL2009700	PubChem
CYT387	MOMELOTINIB	CHEMBL1078178	PubChem
CALCIPOTRIOL	CALCIPOTRIOL	CHEMBL1234231	TdgClinicalTrial
2500			GuideToPharmacologyInteractions
LATANOPROST ACID	LATANOPROST ACID	CHEMBL1050	PubChem
AMG208	AMG-208	CHEMBL496102	MyCancerGenome
CHEMBL3545234	EGF816	CHEMBL3545234	ChemblInteractions
CYCLOPENTOLATE	CYCLOPENTOLATE	CHEMBL1201338	TdgClinicalTrial
TAK-733	TAK-733	CHEMBL1615025	CancerCommons
1456	CHEMBL598952	CHEMBL598952	GuideToPharmacologyInteractions
TOLAZOLINE	TOLAZOLINE	CHEMBL770	TdgClinicalTrial
DCL000552			TTD
IROFULVEN	IROFULVEN	CHEMBL118218	NCI
NK-3201	LENVATINIB	CHEMBL1289601	PubChem
CHEMBL2062264	PHENYLEPHRINE BITARTRATE	CHEMBL2062264	ChemblInteractions
HEN EGG LYSOZYME			NCI
CHEMBL2364655	EVOLOCUMAB	CHEMBL2364655	ChemblInteractions
DAP001364	FLUPHENAZINE DECANOATE	CHEMBL1200854	TTD
390			GuideToPharmacologyInteractions
CHEMBL1835207	APRICOXIB	CHEMBL1835207	ChemblInteractions
GTPL1769			PubChem
Metoclopramide	METOCLOPRAMIDE	CHEMBL86	FDA
398	CHEMBL74505	CHEMBL74505	GuideToPharmacologyInteractions
9558	CHEMBL2005186	CHEMBL2005186	GuideToPharmacologyInteractions
(1R,2R,3S,4S,5S,6S)-3,5,6-TRIHYDROXYCYCLOHEXANE-1,2,4-TRIYLTRIS[DIHYDROGEN(PHOSPHATE)]	CHEMBL420806	CHEMBL420806	PubChem
4-[1-(CYCLOPROPYLMETHYL)-4-(4-FLUOROPHENYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-AMINE	CHEMBL590753	CHEMBL590753	PubChem
ENZASTAURIN	ENZASTAURIN	CHEMBL300138	TALC
CHEMBL2140408	AMG-900	CHEMBL2140408	ChemblInteractions
DCL000763	DAVASAICIN	CHEMBL328628	TTD
SUNITINIB MALATE	SUNITINIB MALATE	CHEMBL1567	PubChem
4287	CHEMBL34155	CHEMBL34155	GuideToPharmacologyInteractions
1446	CHEMBL51522	CHEMBL51522	GuideToPharmacologyInteractions
DCL000480			PubChem
SALT	VOLANESORSEN SODIUM	CHEMBL3544989	NCI
5970			GuideToPharmacologyInteractions
SORAFENIB	SORAFENIB	CHEMBL1336	PubChem
DCL001241			TTD
TERODILINE	TERODILINE	CHEMBL363295	PubChem
Z-D(OME)QMD(OME)-FMK			PubChem
DAP000533	DACARBAZINE	CHEMBL476	TTD
D-GALACTOSE	D-GALACTOSE	CHEMBL195923	PubChem
UNII-CDW853B60I			PubChem
APAFANT	APAFANT	CHEMBL280164	PubChem
CYCLO[2-METHYLALANYL-L-PHENYLALANYL-D-PROLYL-(AS,2S)-A-AMINO-H-OXO-2-OXIRANEOCTANOYL]	CHLAMYDOCIN	CHEMBL2371450	PubChem
CHEMBL3833307	SA237	CHEMBL3833307	ChemblInteractions
DB01998			PubChem
8553			GuideToPharmacologyInteractions
CHEMBL391805	CHEMBL391805	CHEMBL391805	PubChem
CHLOPHEDIANOL	CHLOPHEDIANOL	CHEMBL1201313	TEND
8109			GuideToPharmacologyInteractions
DCL000669			PubChem
REPINOTAN	REPINOTAN	CHEMBL1614652	PubChem
CYCLOESTROL	MESO-HEXESTROL	CHEMBL9225	PubChem
3166			GuideToPharmacologyInteractions
PROCAINE	PROCAINE	CHEMBL569	TdgClinicalTrial
AC1LU7JT			PubChem
ABACAVIR SULFATE	ABACAVIR SULFATE	CHEMBL1200619	PubChem
7490	CHEMBL1213492	CHEMBL1213492	GuideToPharmacologyInteractions
DCL000635	SARILUMAB	CHEMBL2108730	TTD
9229			GuideToPharmacologyInteractions
TOPOTECAN			PubChem
SANCLOMYCINE	TETRACYCLINE	CHEMBL1440	PubChem
6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE			PubChem
TERBINAFINE HYDROCHLORIDE	TERBINAFINE HYDROCHLORIDE	CHEMBL1200832	PubChem
CHLORFENAC	CHEMBL1895774	CHEMBL1895774	PubChem
7667	CHEMBL402146	CHEMBL402146	GuideToPharmacologyInteractions
MK-2206	MK-2206	CHEMBL1079175	CIViC
INK-1117	INK-1117	CHEMBL3545055	PubChem
2-CHLORO-3-(2-CHLOROETHYL)QUINOLINE			PubChem
TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE	CHEMBL1504	PubChem
DCL000088	CIPRALISANT	CHEMBL278462	TTD
TETRACOSACTIDE	COSYNTROPIN	CHEMBL2103784	PubChem
SODIUM HEPARIN	SODIUM HEPARIN	CHEMBL526514	NCI
DUXIL	ALMITRINE	CHEMBL1183717	PubChem
149	ERGOTAMINE	CHEMBL442	GuideToPharmacologyInteractions
CARBENOXOLONE	CARBENOXOLONE	CHEMBL499915	PubChem
DAP000784	MYCOPHENOLIC ACID	CHEMBL866	TTD
SEMAPIMOD	SEMAPIMOD	CHEMBL2107779	PubChem
IROSUSTAT	IROSUSTAT	CHEMBL286738	PubChem
CHEMBL2134724	IPRATROPIUM BROMIDE HYDRATE	CHEMBL2134724	ChemblInteractions
AMBENONIUM CHLORIDE	AMBENONIUM CHLORIDE	CHEMBL1200541	PubChem
ACE-031	Rematercept	CHEMBL2109620	TdgClinicalTrial
INTERFERON ALFA-2B	INTERFERON ALFA-2B	CHEMBL1201558	PubChem
CHEMBL2364609	ESKETAMINE HYDROCHLORIDE	CHEMBL2364609	ChemblInteractions
7552	SELEXIPAG	CHEMBL238804	GuideToPharmacologyInteractions
KANAMYCIN A SULFATE	KANAMYCIN SULFATE	CHEMBL1446	PubChem
7997			GuideToPharmacologyInteractions
CYTOKINES			NCI
PICROTIN - PICROTOXININ	PICROTOXIN	CHEMBL1908342	PubChem
CHEMBL2304041	SAGOPILONE	CHEMBL2304041	ChemblInteractions
DISOPYRAMIDE	DISOPYRAMIDE	CHEMBL517	TEND
7,8-DIHYDRO-L-BIOPTERIN			PubChem
DCL001063	APRINOCARSEN SODIUM	CHEMBL2108985	TTD
6890	OMALIZUMAB	CHEMBL1201589	GuideToPharmacologyInteractions
8523			GuideToPharmacologyInteractions
(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE			PubChem
4001	PANCURONIUM	CHEMBL185073	GuideToPharmacologyInteractions
SULUKAST	SULUKAST	CHEMBL278570	PubChem
CHEMBL1282	IMIQUIMOD	CHEMBL1282	ChemblInteractions
3513	CHEMBL1474351	CHEMBL1474351	GuideToPharmacologyInteractions
290	CHEMBL74300	CHEMBL74300	GuideToPharmacologyInteractions
2-MESADP	CHEMBL435402	CHEMBL435402	PubChem
CHEMBL2109478	CDP-7657	CHEMBL2109478	ChemblInteractions
FOMEPIZOLE	FOMEPIZOLE	CHEMBL1308	TdgClinicalTrial
COPROPORPHYRINOGEN I			PubChem
ISOPILOCARPINE			PubChem
DAP000208	LUBIPROSTONE	CHEMBL1201134	TTD
DCL000480			TTD
7595	LEVORPHANOL	CHEMBL592	GuideToPharmacologyInteractions
DICLOFENAC	DICLOFENAC	CHEMBL139	TEND
188	CHEMBL473186	CHEMBL473186	GuideToPharmacologyInteractions
UDP-GLUCURONIC ACID	CHEMBL228057	CHEMBL228057	PubChem
CHEMBL2107771	RALFINAMIDE	CHEMBL2107771	ChemblInteractions
SERGLIFLOZIN	SERGLIFLOZIN ETABONATE	CHEMBL450044	PubChem
ICLAPRIM	ICLAPRIM	CHEMBL134561	PubChem
ETHANOL	ALCOHOL	CHEMBL545	PubChem
TRIPHOSPHOINOSITOL	INS(1,4,5)P3	CHEMBL279107	PubChem
DOPAMINE HYDROCHLORIDE	DOPAMINE HYDROCHLORIDE	CHEMBL1557	PubChem
AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE	CHEMBL1200964	PubChem
GFT14			TdgClinicalTrial
TRASTUZUMAB	TRASTUZUMAB	CHEMBL1201585	ClearityFoundationClinicalTrial
2987			GuideToPharmacologyInteractions
477313-09-0	CHEMBL535141	CHEMBL535141	PubChem
1586	LEVOCABASTINE	CHEMBL1615438	GuideToPharmacologyInteractions
2254			GuideToPharmacologyInteractions
7354	UMECLIDINIUM	CHEMBL1187833	GuideToPharmacologyInteractions
Mercaptopurine	MERCAPTOPURINE	CHEMBL1425	CKB
639	BRADYKININ	CHEMBL406291	GuideToPharmacologyInteractions
ENOXAPARIN	ENOXAPARIN	CHEMBL1201685	NCI
1237			GuideToPharmacologyInteractions
8229			GuideToPharmacologyInteractions
6051	CHEMBL200381	CHEMBL200381	GuideToPharmacologyInteractions
HDMPPA	CHEMBL266295	CHEMBL266295	PubChem
DAP001318	BORTEZOMIB	CHEMBL325041	TTD
MCD-386			TdgClinicalTrial
2766	CHEMBL410893	CHEMBL410893	GuideToPharmacologyInteractions
DAP000006	SORAFENIB	CHEMBL1336	TTD
7779			GuideToPharmacologyInteractions
CHEMBL227937			PubChem
CHEMBL1200930	RABEPRAZOLE SODIUM	CHEMBL1200930	ChemblInteractions
DERMOLASTIN	CHEMBL27885	CHEMBL27885	PubChem
TRANDOLAPRIL	TRANDOLAPRIL	CHEMBL1519	TdgClinicalTrial
SULFISOXAZOLE	SULFISOXAZOLE DIOLAMINE	CHEMBL1200321	PubChem
ETIDOCAINE	ETIDOCAINE HYDROCHLORIDE	CHEMBL1200597	PubChem
MATAIRESINOL	MATAIRESINOL	CHEMBL425148	PubChem
Aripiprazole Lauroxil	ARIPIPRAZOLE LAUROXIL	CHEMBL2219425	FDA
N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE	CHEMBL474637	CHEMBL474637	PubChem
5-FLUORO-L-TRYPTOPHAN	FLUOROTRYPTOPHANE	CHEMBL559973	PubChem
4887	PRANLUKAST	CHEMBL21333	GuideToPharmacologyInteractions
CHEMBL3545172	CNV2197944	CHEMBL3545172	ChemblInteractions
CHEMBL404941	CHEMBL404941	CHEMBL404941	PubChem
FLUMAZENIL	FLUMAZENIL	CHEMBL407	PubChem
TRU-016	OTLERTUZUMAB	CHEMBL3039539	TdgClinicalTrial
CPI-203			PubChem
2606	CHEMBL182977	CHEMBL182977	GuideToPharmacologyInteractions
QUINIDINE			PubChem
8701	TAGITININ A	CHEMBL518700	GuideToPharmacologyInteractions
PEG-3350			FDA
LINOLENIC ACID	LINOLENIC ACID	CHEMBL8739	PubChem
9415			GuideToPharmacologyInteractions
POTASSIUM OXONATE			NCI
2-AMINO-N,3,3-TRIMETHYLBUTANAMIDE			PubChem
CADMIUM ION	PYRIMETHAMINE	CHEMBL36	PubChem
MPPF	CHEMBL286607	CHEMBL286607	PubChem
6347	CHEMBL195789	CHEMBL195789	GuideToPharmacologyInteractions
TPN	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	CHEMBL295069	NCI
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE			PubChem
CHEMBL1201044	DAPIPRAZOLE HYDROCHLORIDE	CHEMBL1201044	ChemblInteractions
MK5108	MK-5108	CHEMBL3182444	MyCancerGenome
BAK			PubChem
SIB-1757	CHEMBL88553	CHEMBL88553	PubChem
THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE	CHEMBL1200916	PubChem
ADENOSINE DEAMINASE INHIBITOR	EHNA	CHEMBL50378	NCI
2970	CHEMBL318707	CHEMBL318707	GuideToPharmacologyInteractions
DCL000843	ILOPERIDONE	CHEMBL14376	TTD
KU-0060648	CHEMBL1086377	CHEMBL1086377	CIViC
IMPLITAPIDE	IMPLITAPIDE	CHEMBL2105804	TdgClinicalTrial
4762	PHENMETRAZINE	CHEMBL1201208	GuideToPharmacologyInteractions
SONIDEGIB	ERISMODEGIB	CHEMBL2105737	MyCancerGenome
DAPCIN	DAPTOMYCIN	CHEMBL387675	PubChem
METHACHOLINE CHLORIDE	METHACHOLINE CHLORIDE	CHEMBL1200764	PubChem
GS-9411			TdgClinicalTrial
IBRITUMOMAB TIUXETAN	IBRITUMOMAB TIUXETAN	CHEMBL1201606	PubChem
DAP000387	OMALIZUMAB	CHEMBL1201589	TTD
TS-032, PF-4802540			TdgClinicalTrial
Pembrolizumab	PEMBROLIZUMAB	CHEMBL3137343	OncoKB
5239	ACETAMINOPHEN	CHEMBL112	GuideToPharmacologyInteractions
METHAPYRILENE	METHAPYRILENE	CHEMBL1411979	PubChem
216			GuideToPharmacologyInteractions
Fulvestrant	FULVESTRANT	CHEMBL1358	CKB
2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE			PubChem
PEGAPTANIB	PEGAPTANIB OCTASODIUM	CHEMBL2108752	TdgClinicalTrial
8959			GuideToPharmacologyInteractions
CLOMIPRAMINE	CLOMIPRAMINE	CHEMBL415	TdgClinicalTrial
HEPARIN	HEPARIN	CHEMBL1909300	TEND
PELITINIB	PELITINIB	CHEMBL607707	MyCancerGenome
9044			GuideToPharmacologyInteractions
REVIZINONE	REVIZINONE	CHEMBL2107028	PubChem
URSODEOXYCHOLIC ACID	URSODIOL	CHEMBL1551	TdgClinicalTrial
EP171	ABACAVIR	CHEMBL1380	PubChem
6499	CHEMBL52416	CHEMBL52416	GuideToPharmacologyInteractions
2,4-DIFLUOROBENZYL ALCOHOL			PubChem
TGAAC94	URAPIDIL	CHEMBL279229	TdgClinicalTrial
OSI-930	OSI-930	CHEMBL1614710	PubChem
TROPINE BENZYLATE			PubChem
INIPARIB	INIPARIB	CHEMBL1170047	MyCancerGenome
754			GuideToPharmacologyInteractions
NORETHINDRONE	NORETHINDRONE	CHEMBL1162	TdgClinicalTrial
SB-699,551	CHEMBL1181770	CHEMBL1181770	PubChem
AC1NSKNR	CHEMBL38763	CHEMBL38763	PubChem
DAP001122	TRIHEXYPHENIDYL	CHEMBL1490	TTD
6486			GuideToPharmacologyInteractions
TRIDIHEXETHYL	TRIDIHEXETHYL	CHEMBL1201354	TdgClinicalTrial
AZQ	DIAZIQUONE	CHEMBL36016	NCI
574	RAVIDASVIR	CHEMBL3121849	GuideToPharmacologyInteractions
ATP DISODIUM SALT HYDRATE			PubChem
PERCAINE	DIBUCAINE HYDROCHLORIDE	CHEMBL1200612	PubChem
Etoposide	ETOPOSIDE	CHEMBL44657	CKB
TH-4000			CKB
POTASSIUM CITRATE	POTASSIUM CITRATE	CHEMBL1200458	NCI
108	CHEMBL1741437	CHEMBL1741437	GuideToPharmacologyInteractions
4793	GEMCITABINE	CHEMBL888	GuideToPharmacologyInteractions
HELIETTIN	CHALEPIN	CHEMBL1231470	PubChem
CHEMBL1706	NAPHAZOLINE HYDROCHLORIDE	CHEMBL1706	ChemblInteractions
EMEDASTINE DIFUMARATE	EMEDASTINE DIFUMARATE	CHEMBL2103739	PubChem
MK 1775	AZD-1775	CHEMBL1976040	MyCancerGenomeClinicalTrial
CHEMBL185097	CHEMBL185097	CHEMBL185097	PubChem
FLUVOXAMINE	FLUVOXAMINE	CHEMBL814	TdgClinicalTrial
RAF265	CHIR-265	CHEMBL558752	MyCancerGenome
5167	CILOSTAMIDE	CHEMBL34431	GuideToPharmacologyInteractions
CAPECITABINE	CAPECITABINE	CHEMBL1773	CIViC
4-AMINOPHENOL	4-AMINOPHENOL	CHEMBL1142	PubChem
CTK8E7996	BIMATOPROST	CHEMBL1200963	PubChem
DCL000829	PALIVIZUMAB	CHEMBL1201586	TTD
DPR000157	CHEMBL152543	CHEMBL152543	TTD
VERAMYST	FLUTICASONE FUROATE	CHEMBL1676	PubChem
VITAMIN E	VITAMIN E	CHEMBL47	PubChem
CHEMBL217092	SARACATINIB	CHEMBL217092	ChemblInteractions
PANTOPRAZOLE	PANTOPRAZOLE	CHEMBL1502	TdgClinicalTrial
1,5-BIS(N-BENZYLOXYCARBONYL-L-LEUCINYL)CARBOHYDRAZIDE	CHEMBL115357	CHEMBL115357	PubChem
INTERFERON ALFA-2B	INTERFERON ALFA-2B	CHEMBL1201558	NCI
1257	CHEMBL129257	CHEMBL129257	GuideToPharmacologyInteractions
SALMETEROL	SALMETEROL	CHEMBL1263	PubChem
4347	CHEMBL302715	CHEMBL302715	GuideToPharmacologyInteractions
PRALIDOXIME CHLORIDE	PRALIDOXIME	CHEMBL1420	PubChem
5943			GuideToPharmacologyInteractions
EI1			PubChem
1206			GuideToPharmacologyInteractions
DAP000592			TTD
(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE			PubChem
ZINC00002275			PubChem
2033			GuideToPharmacologyInteractions
NICARDIPINE HYDROCHLORIDE	NICARDIPINE HYDROCHLORIDE	CHEMBL1200326	PubChem
Palbociclib	PALBOCICLIB	CHEMBL189963	CKB
CHEMBL2107797	NORGESTREL	CHEMBL2107797	ChemblInteractions
142	CHLOROPHENYLPIPERAZINE	CHEMBL478	GuideToPharmacologyInteractions
L-HISTIDINE	HISTIDINE	CHEMBL17962	PubChem
DAP000574	PHENDIMETRAZINE	CHEMBL1744	TTD
PEMIROLAST	PEMIROLAST	CHEMBL1201198	TEND
BAPINEUZUMAB	BAPINEUZUMAB	CHEMBL2108576	TdgClinicalTrial
NS-49	NS-49	CHEMBL72958	PubChem
1978	ONO-3708	CHEMBL266243	GuideToPharmacologyInteractions
4346	CHEMBL1518572	CHEMBL1518572	GuideToPharmacologyInteractions
2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL			PubChem
RX-0201			TdgClinicalTrial
INCB054828			CKB
PARTEROL	DIHYDROTACHYSTEROL	CHEMBL2106324	PubChem
ANISINDIONE	ANISINDIONE	CHEMBL712	TdgClinicalTrial
METYROSINE	METYROSINE	CHEMBL1200862	TEND
5862	(R)-CYSTEINE	CHEMBL863	GuideToPharmacologyInteractions
ISOTRETINOIN	ISOTRETINOIN	CHEMBL547	NCI
AC1L9FJD	PENTAGASTRIN	CHEMBL1328	PubChem
UCB 34714	BRIVARACETAM	CHEMBL607400	PubChem
SR-144190	CHEMBL354422	CHEMBL354422	PubChem
2012			GuideToPharmacologyInteractions
MC-1			TdgClinicalTrial
AMBAP53-36-1	METHYLPREDNISOLONE ACETATE	CHEMBL1200844	PubChem
